ES,GD
[30482.52312089],10208333055.322357
[30482.52312089],10120901613.489138
[30482.52312089],10034033003.300087
[30482.52312089],9947724804.1027
[30482.52312089],9861974600.461102
[30482.52312089],9776779982.156002
[30482.52312089],9692138544.184826
[30078.17676984],9608047886.761686
[30078.17676984],9524505615.31735
[30078.17676984],9441509340.499214
[30078.17676984],9359056678.171383
[30078.17676984],9277145249.414576
[30078.17676984],9195772680.526274
[30078.17676984],9114936603.020472
[30078.17676984],9034634653.628016
[30078.17676984],8954864474.296219
[30004.04841029],8875623712.189238
[30004.04841029],8796910019.687738
[30004.04841029],8718721054.389154
[30004.04841029],8641054479.107542
[30004.04841029],8563907961.873684
[30004.04841029],8487279175.934898
[30004.04841029],8411165799.755298
[30004.04841029],8335565517.015628
[30004.04841029],8260476016.613231
[30004.04841029],8185894992.662178
[30004.04841029],8111820144.493177
[29909.80499094],8038249176.653638
[29836.62710793],7965179798.907597
[29797.24067676],7892609726.235767
[29797.24067676],7820536678.835568
[29781.04368077],7748958382.120956
[29741.73997057],7677872566.722725
[29741.73997057],7607276968.488183
[29741.73997057],7537169328.4814205
[29741.73997057],7467547392.98309
[29741.73997057],7398408913.490594
[29741.73997057],7329751646.71794
[29741.73997057],7261573354.595827
[29741.73997057],7193871804.271607
[29741.73997057],7126644768.10934
[29741.73997057],7059890023.689688
[29741.73997057],6993605353.809989
[29741.73997057],6927788546.484295
[29643.11445057],6862437394.9432745
[29643.11445057],6797549697.634256
[29643.11445057],6733123258.221295
[29643.11445057],6669155885.585028
[29643.11445057],6605645393.822821
[29643.11445057],6542589602.248657
[29643.11445057],6479986335.393208
[29643.11445057],6417833423.00385
[29643.11445057],6356128700.044522
[29643.11445057],6294870006.695948
[29643.11445057],6234055188.355397
[29643.11445057],6173682095.63688
[29643.11445057],6113748584.371115
[29643.11445057],6054252515.605346
[29638.99136796],5995191755.603602
[29638.99136796],5936564175.846486
[29638.99136796],5878367653.031389
[29603.822669],5820600069.072212
[29603.822669],5763259311.099692
[29491.76554743],5706343271.46107
[29491.76554743],5649849847.720338
[29491.76554743],5593776942.6581335
[29416.48929897],5538122464.27176
[29416.48929897],5482884325.775195
[29213.68363363],5428060445.599056
[29213.68363363],5373648747.390674
[29213.68363363],5319647160.013972
[29213.68363363],5266053617.549569
[29213.68363363],5212866059.294809
[29012.42074433],5160082429.763625
[28849.92193874],5107700678.686613
[28674.20857499],5055718761.011076
[28674.20857499],5004134636.9009695
[28627.1520874],4952946271.736895
[28627.1520874],4902151636.116148
[28627.1520874],4851748705.8526325
[28627.1520874],4801735461.977029
[28627.1520874],4752109890.736542
[28627.1520874],4702869983.595142
[28273.07095451],4654013737.233413
[28273.07095451],4605539153.548647
[28273.07095451],4557444239.654761
[28273.07095451],4509727007.882337
[28273.07095451],4462385475.778643
[28273.07095451],4415417666.107632
[28273.07095451],4368821606.849871
[28273.07095451],4322595331.202582
[28273.07095451],4276736877.579726
[28273.07095451],4231244289.6118793
[28273.07095451],4186115616.1462893
[28273.07095451],4141348911.2468653
[28273.07095451],4096942234.1941643
[28260.68408587],4052893649.485477
[28260.68408587],4009201226.834676
[28260.68408587],3965863041.172321
[28260.68408587],3922877172.645674
[27997.81028242],3880241706.6186085
[27821.83531832],3837954733.6717086
[27821.83531832],3796014349.602208
[27821.83531832],3754418655.423992
[27821.83531832],3713165757.3676257
[27821.83531832],3672253766.8802967
[27821.83531832],3631680800.6259413
[27821.83531832],3591444980.485081
[27664.43933008],3551544433.5549455
[27664.43933008],3511977292.149423
[27664.43933008],3472741693.7990365
[27664.43933008],3433835781.251
[27664.43933008],3395257702.469228
[27664.43933008],3357005610.6342134
[27664.43933008],3319077664.143175
[27664.43933008],3281472026.609984
[27664.43933008],3244186866.865187
[27664.43933008],3207220358.955957
[27664.43933008],3170570682.146181
[27664.43933008],3134236020.916357
[27664.43933008],3098214564.9637094
[27343.04373113],3062504509.2020783
[27343.04373113],3027104053.7619724
[27343.04373113],2992011403.990608
[27321.94529838],2957224770.4518075
[27321.94529838],2922742368.926104
[27208.58876696],2888562420.4106708
[27053.45431437],2854683151.1193366
[26978.07878307],2821102792.482646
[26978.07878307],2787819581.1477284
[26978.07878307],2754831758.978455
[26691.89148464],2722137573.0553117
[26691.89148464],2689735275.675487
[26691.89148464],2657623124.352769
[26691.89148464],2625799381.8177
[26681.96068638],2594262316.0174174
[26681.96068638],2563010200.1157594
[26681.96068638],2532041312.4932013
[26681.96068638],2501353936.7469
[26681.96068638],2470946361.6906743
[26443.25590231],2440816881.355032
[26443.25590231],2410963794.98709
[26443.25590231],2381385407.0506687
[26443.25590231],2352080027.2262573
[26443.25590231],2323045970.410991
[26443.25590231],2294281556.7186823
[26328.93781305],2265785111.47978
[26251.04131006],2237554965.2414527
[26251.04131006],2209589453.7674747
[26198.22820384],2181886918.038324
[26198.22820384],2154445704.2511435
[26066.56767583],2127264163.8196888
[26066.56767583],2100340653.3744538
[26066.56767583],2073673534.762555
[26066.56767583],2047261175.0477574
[25985.79589307],2021101946.510557
[25985.79589307],1995194226.6480286
[25783.72247618],1969536398.1739888
[25704.36061349],1944126849.0188456
[25656.10722684],1918963972.329734
[25560.3669915],1894046166.47045
[25560.3669915],1869371835.021394
[25476.28628756],1844939386.7796848
[25476.28628756],1820747235.7590942
[25476.28628756],1796793801.1900675
[25476.28628756],1773077507.5196855
[25476.28628756],1749596784.4117217
[25476.28628756],1726350066.7466023
[25476.28628756],1703335794.62142
[25368.25760319],1680552413.3499188
[25212.26982646],1657998373.4625456
[25212.26982646],1635672130.70636
[25212.26982646],1613572146.0451405
[25212.26982646],1591696885.65928
[25212.26982646],1570044820.9458673
[25097.45675883],1548614428.5186439
[25097.45675883],1527404190.20803
[25097.45675883],1506412593.0610867
[25097.45675883],1485638129.3415463
[25097.45675883],1465079296.5298285
[25097.45675883],1444734597.3229997
[24813.65810462],1424602539.634782
[24813.65810462],1404681636.595578
[24813.65810462],1384970406.5524383
[24813.65810462],1365467373.0691142
[24813.65810462],1346171064.9259715
[24813.65810462],1327080016.1200728
[24813.65810462],1308192765.8651392
[24813.65810462],1289507858.5915616
[24813.65810462],1271023843.946381
[24813.65810462],1252739276.7933028
[24813.65810462],1234652717.2127242
[24813.65810462],1216762730.5016825
[24644.40344054],1199067887.173874
[24644.40344054],1181566762.9596736
[24605.14974483],1164257938.8061228
[24605.14974483],1147140000.8769245
[24605.14974483],1130211540.5524454
[24605.14974483],1113471154.4297078
[24605.14974483],1096917444.3224106
[24605.14974483],1080549017.2609138
[24605.14974483],1064364485.4922407
[24605.14974483],1048362466.4800831
[24605.14974483],1032541582.9047904
[24605.14974483],1016900462.6633749
[24605.14974483],1001437738.8695349
[24566.06021488],986152049.8536068
[24566.06021488],971042039.1625974
[24566.06021488],956106355.5602007
[24566.06021488],941343653.0267358
[24566.06021488],926752590.7592187
[24566.06021488],912331833.1713238
[24566.06021488],898080049.8933787
[24566.06021488],883995915.7723887
[24287.78252093],870078110.8720055
[24001.72309098],856325320.4725704
[23951.06166354],842736235.0710788
[23951.06166354],829309550.38117
[23951.06166354],816043967.3331853
[23951.06166354],802938192.0740985
[23951.06166354],789990935.9675701
[23951.06166354],777200915.5939102
[23951.06166354],764566852.7501024
[23951.06166354],752087474.4497908
[23951.06166354],739761512.923285
[23951.06166354],727587705.6175616
[23951.06166354],715564795.1962522
[23951.06166354],703691529.5396638
[23951.06166354],691966661.7447711
[23951.06166354],680388950.125205
[23951.06166354],668957158.2112579
[23951.06166354],657670054.7498899
[23951.06166354],646526413.704733
[23951.06166354],635525014.2560786
[23951.06166354],624664640.8008776
[23951.06166354],613944082.952754
[23951.06166354],603362135.5419925
[23842.84792775],592917598.6155422
[23660.49274234],582609277.437014
[23660.49274234],572435982.486691
[23660.49274234],562396529.4615176
[23660.49274234],552489739.2750973
[23660.49274234],542714438.0577041
[23516.20815146],533069457.15627193
[23516.20815146],523553633.1344105
[23516.20815146],514165807.7723796
[23516.20815146],504904828.06711173
[23516.20815146],495769546.2321985
[23516.20815146],486758819.69790673
[23451.32689848],477871511.1111639
[23451.32689848],469106488.33554536
[23451.32689848],460462624.4513138
[23451.32689848],451938797.75538945
[23248.5402846],443533891.7613499
[23056.76581645],435246795.1994483
[23056.76581645],427076402.0165919
[23056.76581645],419021611.3763636
[23020.31222228],411081327.6589974
[23020.31222228],403254460.4614008
[23020.31222228],395539924.59714824
[23020.31222228],387936640.096474
[23020.31222228],380443532.20627815
[22916.93859484],373059531.39011973
[22897.76182611],365783573.32823294
[22897.76182611],358614598.91750747
[22897.76182611],351551554.2715111
[22789.93063521],344593390.7204536
[22789.93063521],337739064.81122977
[22789.93063521],330987538.30738944
[22789.93063521],324337778.1891473
[22789.93063521],317788756.6533917
[22789.93063521],311339451.11366016
[22677.15272305],304988844.2001693
[22677.15272305],298735923.7597867
[22447.89620231],292579682.85605836
[22447.89620231],286519119.76918495
[22447.89620231],280553237.9960373
[22447.89620231],274681046.2501463
[22447.89620231],268901558.46171415
[22447.89620231],263213793.7775978
[22258.09506382],257616776.56132892
[22258.09506382],252109536.39309567
[22185.58884519],246691108.06975535
[22185.58884519],241360531.60482886
[22185.58884519],236116852.2285037
[21815.30565584],230959120.38762826
[21815.30565584],225886391.74571708
[21815.30565584],220897727.18294775
[21815.30565584],215992192.79616782
[21815.30565584],211168859.89888164
[21815.30565584],206426805.02126554
[21623.97167193],201765109.91015536
[21623.97167193],197182861.52905414
[21623.97167193],192679152.05812752
[21620.90832538],188253078.8942085
[21041.85454995],183903744.65079185
[21041.85454995],179630257.15803856
[20433.07111444],175431729.46277514
[20433.07111444],171307279.82848898
[20433.07111444],167256031.73533374
[20433.07111444],163277113.88013083
[20214.81462908],159369660.17636633
[20214.81462908],155532809.75418124
[20214.81462908],151765706.9603938
[20214.81462908],148067501.35848004
[20214.81462908],144437347.72858068
[20214.81462908],140874406.06750378
[20214.81462908],137377841.5887187
[20214.81462908],133946824.72236405
[20214.81462908],130580531.11523667
[20214.81462908],127278141.63080461
[20214.81462908],124038842.34919621
[20214.81462908],120861824.56720448
[20214.81462908],117746284.79828924
[20214.81462908],114691424.77257316
[20214.81462908],111696451.43684494
[20081.11152756],108760576.95455614
[19992.25034021],105883018.70582415
[19908.50272712],103062999.28743127
[19908.50272712],100299746.512822
[19908.50272712],97592493.41211052
[19908.50272712],94940478.23206809
[19908.50272712],92342944.43613777
[19908.50272712],89799140.70442307
[19908.50272712],87308320.93369317
[19908.50272712],84869744.23738237
[19908.50272712],82482674.9455891
[19908.50272712],80146382.60507612
[19908.50272712],77860141.97927184
[19908.50272712],75623233.04826617
[19908.50272712],73434941.00881821
[19908.50272712],71294556.27434823
[19908.50272712],69201374.47494312
[19908.50272712],67154696.45735255
[19908.50272712],65153828.28499193
[19908.50272712],63198081.23794122
[19908.50272712],61286771.812945075
[19908.50272712],59419221.723411985
[19837.26483559],57594757.899415985
[19837.26483559],55812712.48769475
[19837.26483559],54072422.851650916
[19837.26483559],52373231.571352124
[19837.26483559],50714486.44353112
[19837.26483559],49095540.48158254
[19837.26483559],47515751.91556937
[19837.26483559],45974484.19221631
[19837.26483559],44471105.974913925
[19837.26483559],43004991.14371664
[19323.14546508],41575518.79534507
[19323.14546508],40182073.24318223
[19323.14546508],38824044.01727787
[19323.14546508],37500825.86434427
[19323.14546508],36211818.74775995
[19323.14546508],34956427.84756732
[19323.14546508],33734063.56047332
[19323.14546508],32544141.499849338
[19323.14546508],31386082.49573214
[19217.67411856],30259312.594822027
[18944.84185352],29163263.06048527
[18944.84185352],28097370.372751478
[18944.84185352],27061076.228315193
[18944.84185352],26053827.540535584
[18944.84185352],25075076.4394369
[18944.84185352],24124280.271706864
[18944.84185352],23200901.600699358
[18944.84185352],22304408.20643175
[18944.84185352],21434273.085585833
[18944.84185352],20589974.451508842
[18944.84185352],19770995.73421177
[18944.84185352],18976825.580371488
[18944.84185352],18206957.853327334
[18944.84185352],17460891.63308542
[18944.84185352],16738131.216315495
[18944.84185352],16038186.116351357
[18944.84185352],15360571.063192613
[18944.84185352],14704806.003502216
[18944.84185352],14070416.100609142
[18944.84185352],13456931.734505301
[18944.84185352],12863888.501848465
[18944.84185352],12290827.215960536
[18944.84185352],11737293.906828005
[18944.84185352],11202839.821102193
[18944.84185352],10687021.422098435
[18874.01224105],10189400.389797656
[18874.01224105],9709543.620844277
[18874.01224105],9247023.228548089
[18874.01224105],8801416.542882867
[18874.01224105],8372306.110487762
[18586.6240991],7959279.6946657505
[18586.6240991],7561930.27538483
[18586.6240991],7179856.049277467
[18586.6240991],6812660.429640895
[18586.6240991],6459952.046436554
[18586.6240991],6121344.746290924
[18586.6240991],5796457.592494811
[18586.6240991],5484914.8650034
[18586.6240991],5186346.060437268
[18546.3211927],4900385.89208078
[18546.3211927],4626674.289883099
[18546.3211927],4364856.400458318
[18546.3211927],4114582.587084739
[18546.3211927],3875508.4297053157
[18546.3211927],3647294.724927743
[18546.3211927],3429607.486024369
[18546.3211927],3222117.9429318304
[18423.62294545],3024502.5422516596
[18423.62294545],2836442.9472496756
[18423.62294545],2657626.0378568196
[18423.62294545],2487743.9106679424
[18423.62294545],2326493.878943068
[18423.62294545],2173578.472606457
[18423.62294545],2028705.4382471102
[18423.62294545],1891587.7391186508
[18423.62294545],1761943.5551392578
[18423.62294545],1639496.2828916018
[18423.62294545],1523974.5356231283
[18423.62294545],1415112.1432458072
[18423.62294545],1312648.152336124
[18423.62294545],1216326.826135276
[18423.62294545],1125897.6445489246
[18423.62294545],1041115.3041475107
[17979.79037962],961739.7181658708
[17979.79037962],887536.0165035962
[17979.79037962],818274.5457248071
[17798.67761184],753730.869058144
[17798.67761184],693685.7663969775
[17798.67761184],637925.2342991895
[17702.14966678],586240.4859872842
[17702.14966678],538427.9513483577
[17702.14966678],494289.2769340973
[17702.14966678],453631.325960778
[17702.14966678],416266.17830926046
[17702.14966678],382011.1305250713
[17702.14966678],350688.6958182345
[17702.14966678],322126.6040634186
[17641.34210886],296157.8017998726
[17641.34210886],272620.4522314734
[17641.34210886],251357.93522664794
[17641.16609596],232218.84731843835
[17641.16609596],215057.00170448836
[17522.09036018],199731.42824701848
[17522.09036018],186106.37347286678
[17522.09036018],174051.30057343957
[17522.09036018],163440.88940476096
[17522.09036018],154155.03648743907
[17522.09036018],146078.85500667838
[17407.04854531],139102.6748122769
[17407.04854531],133122.0424186273
[17290.56517532],128037.72100472431
[17290.56517532],123755.69041414752
[17290.56517532],120187.14715507625
[17290.56517532],117248.50440028349
[17290.56517532],114861.39198713892
[17251.18545316],112952.6564176045
[17094.10472405],111454.36085823778
[17094.10472405],110303.78514019215
[17094.10472405],109443.42575921501
[17094.10472405],108820.99587564799
[17094.10472405],108389.42531442858
[17094.10472405],108085.71261357315
[17064.47050779],107871.20830449696
[17064.47050779],107717.5260507397
[17064.47050779],107605.28063770216
[17050.13837024],107520.65685692488
[17050.13837024],107453.17437907895
[17050.13837024],107390.38895375193
[17050.13837024],107328.34198394835
[17017.07101532],107266.92650344543
[16905.7704892],107206.04473317823
[16905.7704892],107145.60808124012
[16905.7704892],107085.5371428821
[16905.7704892],107025.76170051357
[16734.91507357],106966.22072370158
[16589.523645],106906.86236917156
[16589.523645],106847.6439808066
[16589.523645],106788.53208964813
[16589.523645],106729.50241389532
[16589.523645],106670.53985890566
[16589.523645],106611.63851719425
[16589.523645],106552.80166843471
[16395.81177628],106494.0417794581
[16006.42657658],106435.38050425402
[16006.42657658],106376.84868396974
[15910.01077704],106318.48634691084
[15910.01077704],106260.34270854053
[15910.01077704],106202.4761714804
[15910.01077704],106144.95432550988
[15802.78340398],106087.85394756647
[15802.78340398],106031.18520487819
[15739.26015433],105974.39560087102
[15739.26015433],105917.75691589847
[15739.26015433],105860.98752595905
[15739.26015433],105804.40941229631
[15739.26015433],105747.66009398486
[15739.26015433],105691.14270025816
[15739.26015433],105634.41331058042
[15739.26015433],105577.9414857576
[15739.26015433],105521.25153738276
[15486.39177667],105464.81875537081
[15486.39177667],105408.17010966653
[15486.39177667],105351.77975290394
[15486.39177667],105295.16736334987
[15486.39177667],105238.81031345452
[15151.03764521],105182.24785437553
[15151.03764521],105125.9436585402
[15151.03764521],105069.4010341459
[15095.55540111],105013.10663094776
[15095.55540111],104956.65132369356
[15095.55540111],104900.39853771857
[15073.47172189],104843.96325973685
[15073.47172189],104787.77123789283
[14855.78787472],104731.35584602486
[14855.78787472],104675.19378043637
[14855.78787472],104618.83837974818
[14855.78787472],104562.7262720228
[14855.78787472],104506.39075660962
[14855.78787472],104450.30857810681
[14855.78787472],104394.03308968352
[14855.78787472],104338.00085952885
[14855.78787472],104281.74525579208
[14855.78787472],104225.74302561088
[14818.21593226],104169.54735436886
[14818.21593226],104113.59510115515
[14818.21593226],104057.41931333065
[14818.21593226],104001.49686498045
[14818.21593226],103945.38126945618
[14818.21593226],103889.50872299129
[14818.21593226],103833.41301146602
[14818.21593226],103777.57079781701
[14818.21593226],103721.53457498059
[14569.47957937],103665.74246998914
[14569.47957937],103609.72612670159
[14569.47957937],103553.96291721234
[14569.47957937],103498.00797873568
[14569.47957937],103442.29431736178
[14569.47957937],103386.35926766614
[14569.47957937],103330.67841633498
[14569.47957937],103274.79956254769
[14569.47957937],103219.16977887579
[14569.47957937],103163.3107858917
[14569.47957937],103107.70322587655
[14569.47957937],103051.91459163485
[14569.47957937],102996.35391355793
[14569.47957937],102940.58521332614
[14569.47957937],102885.07601264941
[14569.47957937],102829.33910645651
[14569.47957937],102773.85527559397
[14569.47957937],102718.18038255055
[14569.47957937],102662.74592427582
[14569.47957937],102607.09092047697
[14401.93683929],102551.6905143729
[14401.93683929],102496.09006002234
[14401.93683929],102440.74119964887
[14401.93683929],102385.16059479158
[14401.93683929],102329.83064443088
[14401.93683929],102274.32488120499
[14401.93683929],102219.04045324436
[14401.93683929],102163.5546447441
[14401.93683929],102108.33105869837
[14401.93683929],102052.865061476
[14401.93683929],101997.64636848534
[14401.93683929],101942.2744636464
[14401.93683929],101887.09523120205
[14401.93683929],101831.74338061147
[14401.93683929],101776.6248862375
[14401.93683929],101721.2929468336
[14401.93683929],101666.2184436919
[14401.93683929],101610.92799961877
[14401.93683929],101555.89627701318
[14336.37293233],101500.64156263307
[14336.37293233],101445.64219481067
[14336.37293233],101390.4388465705
[14336.37293233],101335.49193994247
[14336.37293233],101280.30842070156
[14336.37293233],101225.37407711058
[14336.37293233],101170.27405641205
[14336.37293233],101115.3825563907
[14336.37293233],101060.30253180309
[14004.48569433],101005.47183051422
[14004.48569433],100950.41165875019
[14004.48569433],100895.60306560161
[14004.48569433],100840.61340507815
[14004.48569433],100785.85165835668
[14004.48569433],100730.88192488546
[14004.48569433],100676.1719695048
[14004.48569433],100621.23362681556
[14004.48569433],100566.54831863068
[13979.79911049],100511.67309216056
[13979.79911049],100457.03684114653
[13979.79911049],100402.18150192953
[13772.47851334],100347.58155686826
[13772.47851334],100292.77778790244
[13772.47851334],100238.2302503668
[13628.96055146],100183.4463075902
[13523.76726278],100128.91172001274
[13523.76726278],100074.21074275296
[13523.76726278],100019.7191718269
[13523.76726278],99965.03818401264
[13232.58677021],99910.60741877402
[13232.58677021],99855.94627709205
[13232.58677021],99801.53652105735
[13232.58677021],99746.94737333238
[13232.58677021],99692.58402009288
[13232.58677021],99638.01480329198
[13232.58677021],99583.70639159766
[13232.58677021],99529.16451901391
[13232.58677021],99474.87367049804
[13232.58677021],99420.4058622556
[13232.58677021],99366.16078796015
[13232.58677021],99311.71292029961
[13137.55471298],99257.52721988391
[13137.55471298],99203.10103426648
[13019.59499401],99148.92316910869
[13019.59499401],99094.58633424256
[13019.59499401],99040.44947059036
[13019.59499401],98986.1326550785
[13019.59499401],98932.05656590615
[13019.59499401],98877.75962655134
[13019.59499401],98823.71759073854
[13019.59499401],98769.47519671214
[13019.59499401],98715.48472341818
[13019.59499401],98661.2621656864
[13019.59499401],98607.29054318163
[13019.59499401],98553.14290074751
[13019.59499401],98499.21679668849
[13019.59499401],98445.08909618286
[13019.59499401],98391.22384739155
[13019.59499401],98337.11594531717
[13019.59499401],98283.25564684611
[13019.59499401],98229.24174680328
[12760.7269094],98175.42095950196
[12760.7269094],98121.4271000479
[12760.7269094],98067.66706506978
[12760.7269094],98013.6931030897
[12760.7269094],97959.97682128038
[12736.75566744],97906.04466492007
[12736.75566744],97852.37173555106
[12736.75566744],97798.47446174269
[12696.27449913],97744.83236114072
[12696.27449913],97690.9887608496
[12696.27449913],97637.39847759841
[12696.27449913],97583.57470517584
[12696.27449913],97530.00151422077
[12696.27449913],97476.25504452392
[12696.27449913],97422.72664425192
[12696.27449913],97369.00012508704
[12696.27449913],97315.53257110562
[12696.27449913],97261.82585900884
[12612.66897352],97208.36793351814
[12612.66897352],97154.74874534778
[12612.66897352],97101.33241404007
[12612.66897352],97047.73322868817
[12612.66897352],96994.37768911419
[12612.66897352],96940.79836331941
[12612.66897352],96887.47307530955
[12521.56765495],96833.95333981661
[12521.56765495],96780.67816106473
[12521.56765495],96727.17828123322
[12485.84422093],96673.9321303473
[12485.84422093],96620.49347145171
[12485.84422093],96567.29695344857
[12482.72926848],96513.87815795517
[12482.72926848],96460.71400483025
[12323.12729609],96407.35199037785
[12235.80866695],96354.23876508142
[12235.80866695],96300.89659007177
[12235.80866695],96247.80668145145
[12235.80866695],96194.53338136128
[12235.80866695],96141.49083472243
[12235.80866695],96088.23743646704
[12209.32792805],96035.24319501754
[12209.32792805],95982.02569030687
[12209.32792805],95929.06408192967
[12209.32792805],95875.89751476087
[12118.65672835],95822.9885121089
[12118.65672835],95769.84175194135
[12118.65672835],95716.94437797558
[12118.65672835],95663.88238588595
[12118.65672835],95611.02748609314
[12118.65672835],95557.9854769806
[12118.65672835],95505.1913896245
[12118.65672835],95452.16922015075
[12118.65672835],95399.39971579496
[12118.65672835],95346.44471664225
[12118.65672835],95293.72308918735
[12118.65672835],95240.78797986344
[12118.65672835],95188.11106280163
[12118.65672835],95135.21651250067
[12118.65672835],95082.58067087404
[12118.65672835],95029.72438904416
[12118.65672835],94977.12545888334
[12118.65672835],94924.31366956873
[12118.65672835],94871.76304632216
[12118.65672835],94818.97882422878
[12118.65672835],94766.44611288504
[12118.65672835],94713.73539277313
[12118.65672835],94661.24865099827
[12118.65672835],94608.55785147523
[12118.65672835],94556.12926472921
[12118.65672835],94503.46170531167
[12118.65672835],94451.04355769686
[12054.61048137],94398.4612008501
[12054.61048137],94346.08539754275
[12054.61048137],94293.52302129412
[12054.61048137],94241.20803290562
[11841.7444267],94188.66549390771
[11841.7444267],94136.37595080808
[11785.20692113],94083.89942260004
[11785.20692113],94031.65810841619
[11785.20692113],93979.20145933004
[11785.20692113],93927.00241666772
[11785.20692113],93874.58950620996
[11785.20692113],93822.43737945364
[11785.20692113],93770.0540855826
[11785.20692113],93717.92344372907
[11785.20692113],93665.60811303095
[11785.20692113],93613.52511911026
[11785.20692113],93561.22967618391
[11466.46269504],93509.19304956417
[11466.46269504],93456.93601250752
[11466.46269504],93404.93654447296
[11397.17577236],93352.72362844188
[11397.17577236],93300.77178468402
[11397.17577236],93248.58744253828
[11397.17577236],93196.65525383357
[11397.17577236],93144.54170234458
[11397.17577236],93092.65631370155
[11397.17577236],93040.56266282054
[11397.17577236],92988.72962638136
[11397.17577236],92936.66664883935
[11397.17577236],92884.85694970224
[11397.17577236],92832.85907834997
[11397.17577236],92781.09788314358
[11397.17577236],92729.11988153901
[11397.17577236],92677.39905876106
[11259.98748387],92625.46727961018
[11259.98748387],92573.79798659687
[11259.98748387],92521.88905308828
[11236.65452512],92470.22950167191
[11236.65452512],92418.40686009638
[11236.65452512],92366.78932021795
[11204.45266381],92314.98665757445
[11204.45266381],92263.42993435344
[11170.12381113],92211.64710728805
[11170.12381113],92160.11802141568
[11170.12381113],92108.39826700695
[11104.07965717],92056.91829032841
[11104.07965717],92005.2183923344
[11104.07965717],91953.77455556905
[11104.07965717],91902.12644221363
[11104.07965717],91850.73498716914
[11104.07965717],91799.10667051858
[11104.07965717],91747.72845814285
[11104.07965717],91696.18268665062
[11104.07965717],91644.8476683974
[11104.07965717],91593.32185353096
[11082.01274023],91542.04767520996
[11082.01274023],91490.54167352893
[11082.01274023],91439.28748789018
[11000.38273261],91387.8548409043
[11000.38273261],91336.64668696054
[11000.38273261],91285.23394739548
[11000.38273261],91234.0836234847
[10840.7203402],91182.69454188168
[10752.19736116],91131.55533668584
[10752.19736116],91080.25036725905
[10665.10661549],91029.15386841632
[10665.10661549],90977.86886148463
[10665.10661549],90926.83319644995
[10665.10661549],90875.56800859577
[10564.78257952],90824.55550267758
[10564.78257952],90773.3593935563
[10564.78257952],90722.39421547533
[10474.11624711],90671.21798910754
[10474.11624711],90620.30151744095
[10474.11624711],90569.16066736617
[10415.39757835],90518.27588440383
[10415.39757835],90467.18739264869
[10415.39757835],90416.3548342223
[10415.39757835],90365.2861367452
[10415.39757835],90314.46793846552
[10415.39757835],90263.48025415398
[10415.39757835],90212.70573612743
[10415.39757835],90161.73799500735
[10415.39757835],90111.02433093073
[10373.77530207],90060.07638950976
[10294.74121322],90009.37959764514
[10294.74121322],89958.50924317156
[10294.74121322],89907.85719451733
[10201.41722226],89857.0067641616
[10201.41722226],89806.41558935911
[10150.55828687],89755.58493955506
[10150.55828687],89705.00378243196
[10015.82290512],89654.26010078964
[10015.82290512],89603.72075725741
[10015.82290512],89552.9970476221
[10015.82290512],89502.518527973
[10015.82290512],89451.8146469639
[10015.82290512],89401.36510293408
[10015.82290512],89350.72250455387
[10015.82290512],89300.32260943587
[10015.82290512],89249.69984766562
[10015.82290512],89199.33236859302
[10015.82290512],89148.76631386342
[10015.82290512],89098.44981678072
[10015.82290512],89047.90357399604
[9941.6701613],88997.61014826747
[9941.6701613],88947.13309948874
[9941.6701613],88896.88697634934
[9941.6701613],88846.42980395495
[9761.92128401],88796.23262126246
[9614.9794004],88745.81052326776
[9614.9794004],88695.644481492
[9614.9794004],88645.27556830879
[9614.9794004],88595.16152322873
[9614.9794004],88544.81240166845
[9614.9794004],88494.71433617006
[9614.9794004],88444.44401379398
[9614.9794004],88394.39032569647
[9614.9794004],88344.13992796489
[9614.9794004],88294.1471131696
[9614.9794004],88243.91649651833
[9614.9794004],88193.93607682231
[9614.9794004],88143.78915802909
[9614.9794004],88093.85159171023
[9614.9794004],88043.72462201085
[9610.48043308],87993.84790348318
[9605.82767722],87943.7407394082
[9605.82767722],87893.8862779111
[9605.82767722],87843.84940325817
[9605.82767722],87794.04192048404
[9605.82767722],87744.02492367892
[9605.82767722],87694.26870198114
[9605.82767722],87644.28378594668
[9605.82767722],87594.55335855672
[9605.82767722],87544.62976397721
[9605.82767722],87494.94898288799
[9605.82767722],87445.04521815189
[9605.82767722],87395.39691363861
[9605.82767722],87345.5497741125
[9605.82767722],87295.9524836476
[9605.82767722],87246.1251486706
[9605.82767722],87196.55073916142
[9605.82767722],87146.79285167895
[9605.82767722],87097.26567797572
[9605.82767722],87047.52766123181
[9605.82767722],86998.04995564464
[9483.51906965],86948.34633229955
[9483.51906965],86898.89854037382
[9483.51906965],86849.24995953312
[9483.51906965],86799.8536400522
[9483.51906965],86750.22485356315
[9483.51906965],86700.84821217212
[9483.51906965],86651.29319745862
[9483.51906965],86601.96248617447
[9483.51906965],86552.42736285825
[9483.51906965],86503.15536709448
[9483.51906965],86453.642777944
[9483.51906965],86404.37991846312
[9483.51906965],86354.95453975856
[9483.51906965],86305.73343683164
[9483.51906965],86256.32801861798
[9483.51906965],86207.16775159027
[9483.51906965],86157.78215044219
[9483.51906965],86108.65129681167
[9483.51906965],86059.32639103067
[9483.51906965],86010.24537435132
[9483.51906965],85960.94028933752
[9225.01354045],85911.8904438967
[9225.01354045],85862.64371524901
