ES,GD
[310.37974745],26137.87618599993
[310.37974745],26117.564723468506
[310.11290384],26097.972367294464
[310.11290384],26077.452863164748
[310.11290384],26057.44872680261
[310.11290384],26037.193557600818
[310.11290384],26017.64957074818
[310.11290384],25997.186534006392
[310.11290384],25977.256115560853
[310.01808704],25957.050245202965
[310.01808704],25937.562711972998
[309.73577354],25917.172579634364
[309.73577354],25897.338605890833
[309.73577354],25877.169208750332
[309.73577354],25857.694632226176
[309.73577354],25837.371007334015
[309.73577354],25817.614642860648
[309.73577354],25797.48940239027
[309.73577354],25778.050005047167
[309.73577354],25757.79885157287
[309.73577354],25738.12803329451
[309.73577354],25718.041035142243
[309.73577354],25698.627216859593
[309.73577354],25678.444879097235
[309.65937373],25658.855550708115
[309.65937373],25638.80705270687
[309.00179883],25619.42261435943
[309.00179883],25599.309719278644
[309.00179883],25579.803244296487
[309.00179883],25559.790821071172
[309.00179883],25540.433745777264
[309.00179883],25520.388928881388
[309.00179883],25500.9640076294
[309.00179883],25480.986915705224
[309.00179883],25461.65813434696
[309.00179883],25441.681091981118
[308.58301133],25422.337816896466
[308.58301133],25402.394642061703
[308.58301133],25383.093690316633
[308.47335408],25363.183573067978
[308.47335408],25343.92124941941
[308.47335408],25324.054470246538
[308.47335408],25304.847079049665
[308.47335408],25285.028465770047
[308.47335408],25265.884481884055
[308.47335408],25246.113965728073
[308.47335408],25227.035572333956
[308.47335408],25207.310185353603
[308.47335408],25188.29488369443
[308.47335408],25168.61067103211
[308.47335408],25149.60268193916
[308.47335408],25129.94953451872
[308.47335408],25110.959472195333
[308.47335408],25091.338614585762
[308.47335408],25072.36496754356
[308.47335408],25052.776142449475
[308.47335408],25033.81908398891
[308.47335408],25014.26224613778
[308.47335408],24995.321713985188
[308.47335408],24975.796790413333
[308.47335408],24956.872757345598
[308.47335408],24937.379681309772
[308.47335408],24918.472116562607
[307.75904754],24899.010822599485
[307.75904754],24880.119697364968
[307.75904754],24860.690121934986
[307.75904754],24841.815408508704
[307.75904754],24822.417489831692
[307.75904754],24803.559161686277
[307.75904754],24784.192839698284
[307.75904754],24765.350871422626
[307.75904754],24746.016087717067
[307.64807888],24727.19045497721
[307.64807888],24707.887152750845
[307.64807888],24689.0778322495
[307.64807888],24669.80595624979
[307.64807888],24651.012925687577
[307.64807888],24631.772422162136
[307.64807888],24612.99566020038
[307.64807888],24593.786476848036
[307.64807888],24575.02596307274
[307.64807888],24555.848048996533
[307.64807888],24537.10376388378
[307.64807888],24517.95706954547
[307.64807888],24499.22899442798
[307.64807888],24480.113471604283
[307.64807888],24461.40158863932
[307.64807888],24442.317190379585
[307.12652318],24423.621482517832
[306.45554282],24404.568163103377
[306.45554282],24385.888614059175
[306.45554282],24366.866328963846
[306.45554282],24348.20292318631
[306.45554282],24329.211629038644
[306.45554282],24310.564351683945
[306.45554282],24291.604006230522
[306.45554282],24272.972843135147
[306.45554282],24254.043405205306
[306.45554282],24235.42834286029
[306.45554282],24216.52977233203
[306.45554282],24197.930797858073
[306.45554282],24179.06305562523
[306.45554282],24160.48015674885
[306.45554282],24141.643204689317
[306.45554282],24123.076369719707
[306.45554282],24104.27017066489
[306.45554282],24085.719388471764
[306.45554282],24066.943906176974
[306.45554282],24048.40916616908
[306.45554282],24029.664365285065
[306.45554282],24011.145657389647
[306.45554282],23992.43150343503
[305.15125313],23973.92881807784
[305.15125313],23955.24527741264
[305.15125313],23936.75860549884
[305.15125313],23918.105645298718
[305.15125313],23899.63497819441
[305.15125313],23881.012566426005
[305.15125313],23862.557895940456
[305.15125313],23843.96600133741
[304.84343969],23825.527319705863
[304.84343969],23806.96591174581
[304.84343969],23788.543211613058
[304.62450259],23770.012260495274
[304.58851026],23751.60553489964
[304.58851026],23733.105011523618
[304.58851026],23714.71425388172
[304.4743316],23696.244129826267
[304.4743316],23677.86933391818
[304.34313285],23659.429581421464
[304.34313285],23641.070741376534
[304.34313285],23622.661333316613
[304.34313285],23604.318443599725
[304.34313285],23585.939353475853
[304.34313285],23567.61240887426
[304.34313285],23549.263610788796
[304.34313285],23530.952606399318
[304.00259343],23512.634075040234
[304.00259343],23494.33900625709
[303.90527138],23476.050716881102
[303.90527138],23457.771579384025
[303.90527138],23439.513507800268
[303.53597598],23421.25029754319
[303.53597598],23403.022420097408
[303.53597598],23384.77513329746
[303.53597598],23366.577426856835
[303.53597598],23348.34605998382
[303.32261766],23330.178501922157
[303.12414797],23311.96305168837
[302.8417387],23293.825619871925
[302.8417387],23275.62608322237
[302.8417387],23257.51875599601
[302.79014006],23239.335130098963
[302.79014006],23221.257886272946
[302.79014006],23203.090168510847
[302.74304024],23185.04298734786
[302.73441204],23166.90007548989
[302.73441204],23148.88462814697
[302.73441204],23130.854750807805
[302.73441204],23112.88549389157
[302.73441204],23095.05986959772
[302.73441204],23077.139103075973
[302.73441204],23059.580643607642
[302.73441204],23041.689863085718
[302.73441204],23024.387941212794
[302.73441204],23006.488699942354
[302.73441204],22989.291005329025
[302.73441204],22971.37360001169
[302.73441204],22954.115092503096
[302.73441204],22936.25554571694
[302.73441204],22919.179874506088
[302.73441204],22901.263676461876
[302.73441204],22884.006524224882
[302.69468586],22866.205310290363
[302.12435031],22849.31203745779
[302.12435031],22831.364250546914
[302.12435031],22814.013320194274
[302.12435031],22796.27322998984
[302.12435031],22779.49474702012
[302.12435031],22761.547079839933
[302.12435031],22744.19968487584
[302.12435031],22726.505226343426
[302.12435031],22709.84397264801
[302.12435031],22691.893420620752
[302.12435031],22674.54234588879
[302.12435031],22656.893277646774
[302.12435031],22640.342331669035
[302.12435031],22622.37472523266
[302.12435031],22604.959159234113
[302.12435031],22587.35602781749
[302.10103953],22570.873248529067
[302.10103953],22552.909485999524
[302.10103953],22535.488150189354
[302.10103953],22517.929214200834
[302.10103953],22501.55301452176
[302.10103953],22483.55765789906
[302.06723589],22466.017573034165
[302.06723589],22448.495441904513
[302.06723589],22432.12193204876
[302.06723589],22414.19186157296
[302.06723589],22396.85022491933
[302.02722565],22379.382780238604
[302.02722565],22363.301364118768
[302.02722565],22345.17320529352
[302.02722565],22327.752556852123
[302.02722565],22310.32505397743
[302.02722565],22294.27958468194
[302.02722565],22276.184745321814
[302.02722565],22258.8076191987
[302.02722565],22241.426301961077
[302.02722565],22225.52983468469
[302.02722565],22207.370083999776
[302.02722565],22190.10136088972
[302.02722565],22172.769104167626
[302.02722565],22157.083101119286
[302.02722565],22138.809519766608
[302.02722565],22121.57514022293
[301.97451232],22104.285543484464
[301.97451232],22088.692058374527
[301.97451232],22070.404203247042
[301.96668694],22053.139116753046
[301.96668694],22035.884847104495
[301.96668694],22020.302574594065
[301.96668694],22002.06668363353
[301.96668694],21984.86021341212
[301.96668694],21967.65555370654
[301.96668694],21952.251921722742
[301.96668694],21933.93284859313
[301.85006809],21916.6140552293
[301.85006809],21899.41132583541
[301.7518996],21883.80148080293
[301.7518996],21865.712090304354
[301.71661583],21848.684250390317
[301.71661583],21831.581963458902
[301.71661583],21816.48651865408
[301.51938936],21798.044730708705
[301.51938936],21780.5917888628
[301.51938936],21763.333320788097
[301.51938936],21747.252241915347
[301.51938936],21729.73150365849
[301.48363388],21713.55243912106
[301.48363388],21696.16816680209
[301.44157814],21680.465064198204
[301.44157814],21662.648262681036
[301.39063311],21645.668511485896
[301.39063311],21628.701023562066
[301.39063311],21613.66733388492
[301.39063311],21595.34614834818
[301.39063311],21578.021658504425
[301.39063311],21560.91264172315
[301.39063311],21545.282400027118
[301.39063311],21527.53262291848
[301.39063311],21510.637756995737
[301.39063311],21493.76798460358
[301.39063311],21478.754800772364
[301.38409619],21460.52748864321
[301.38409619],21443.306206740188
[301.3651644],21426.31790079562
[301.3651644],21411.089803586816
[301.27362132],21393.114496596583
[301.27362132],21376.180786358662
[301.08131875],21359.38415157163
[301.08131875],21344.47954753681
[301.08131875],21326.28864780271
[301.08131875],21309.11599757689
[301.08131875],21292.1983310993
[301.08131875],21277.13259302517
[301.08131875],21259.146022859015
[301.08131875],21242.197027951286
[301.08131875],21225.46518523244
[301.08131875],21210.654733963773
[301.08131875],21192.50933610848
[301.08131875],21175.394951944305
[301.0709079],21158.554745152753
[301.0709079],21143.68272021152
[301.0709079],21125.660264786125
[301.0709079],21108.67992392848
[301.0709079],21091.98285382172
[301.0709079],21077.30383009019
[301.0709079],21059.179513480532
[301.0709079],21042.086457603837
[301.0709079],21025.245439857998
[301.0709079],21010.221555227086
[301.0709079],20992.450892183082
[301.0709079],20975.76489590039
[301.0709079],20959.281079438053
[301.0709079],20944.415265029646
[301.0709079],20926.518245116735
[301.0709079],20909.68496650553
[301.0709079],20893.16261772318
[301.0709079],20878.47787238207
[301.0709079],20860.51704778303
[300.88304246],20843.626444309146
[300.88304246],20827.072936261837
[300.88304246],20812.522087164798
[300.88304246],20794.527533703967
[300.88304246],20777.590927171284
[300.88304246],20760.94174793862
[300.88304246],20746.46351801487
[300.88304246],20728.48910908215
[300.88304246],20711.58183660517
[300.75453241],20694.938955344853
[300.75453241],20680.28393746944
[300.75453241],20662.513264791956
[300.75453241],20645.84265345243
[300.75453241],20629.539899711028
[300.75453241],20614.871868672377
[300.75453241],20597.112309654465
[300.75453241],20580.458630913003
[300.75453241],20564.189278329803
[300.75453241],20549.55836002393
[300.75453241],20531.82783292735
[300.75453241],20515.210182903094
[300.75453241],20498.988125473552
[300.75453241],20484.371386220806
[300.57308564],20466.684662104497
[300.57308564],20450.118117991293
[300.57308564],20433.95452129596
[300.57308564],20419.33341829169
[300.57308564],20401.702447139498
[300.49344259],20385.19920582227
[300.49344259],20369.10136094877
[300.49344259],20354.4624196756
[300.49344259],20336.895881292498
[300.49344259],20320.465125210027
[300.49344259],20304.43579085161
[300.49344259],20289.771432875008
[300.49344259],20272.27420553116
[300.49344259],20255.921468485983
[300.49344259],20239.95915519284
[300.49344259],20225.26783433782
[300.49344259],20207.840918236387
[300.49344259],20191.567649458073
[300.49344259],20175.667929493757
[300.49344259],20160.95312981186
[300.49344259],20143.594303179
[300.49344259],20127.39819357278
[300.49344259],20111.555519852496
[300.49344259],20096.823829411544
[300.49344259],20079.528890964353
[300.49344259],20063.40504714845
[300.49344259],20047.614282643426
[300.49344259],20032.8732858818
[300.49344259],20015.63740487201
[300.49344259],19999.57989618385
[300.49344259],19983.837073812705
[300.49344259],19969.093788266997
[300.49344259],19951.912500804392
[300.49344259],19935.987348335108
[300.49344259],19920.292093937387
[300.43831816],19905.52336844428
[300.38598651],19888.411357440935
[300.38598651],19872.715733131474
[300.38598651],19856.978106493185
[300.38598651],19842.268370862632
[300.38598651],19825.171583445703
[300.38598651],19809.453142340244
[300.38598651],19793.79531625279
[300.38598651],19779.076289474673
[300.38598651],19762.038302299552
[300.38598651],19746.502564439354
[300.38598651],19730.78426363796
[300.38598651],19716.164813403193
[300.34185026],19699.11599831317
[300.34185026],19683.434179933593
[300.34185026],19667.87932734114
[300.34185026],19653.18579480754
[300.34185026],19636.237085619807
[300.32894348],19620.936720098194
[300.32894348],19605.06639571941
[300.32894348],19590.738034285874
[300.32894348],19573.608203511405
[300.32894348],19557.634122868385
[300.32894348],19542.11152039541
[300.32275406],19527.666241162944
[300.32275406],19510.66437088851
[300.32275406],19494.943219089488
[300.32275406],19479.523344783123
[300.32275406],19464.936829077342
[300.31109158],19448.07807397131
[300.31109158],19432.92534457388
[300.30197192],19417.11523050004
[300.30197192],19402.91604282837
[300.30197192],19385.86167256662
[300.30197192],19369.967898061266
[300.30197192],19354.553155087015
[300.30197192],19340.198251327296
[300.28184088],19323.296752217135
[300.28184088],19307.76601097952
[300.26850677],19292.47489481945
[300.26850677],19277.90778288767
[300.26200806],19261.19448133345
[300.26200806],19246.47617824038
[300.25101435],19230.32716648068
[300.25101435],19216.689861095056
[300.25101435],19199.435684147902
[300.25101435],19183.397725692692
[300.25101435],19167.423030525493
[300.25101435],19151.71649058956
[300.25101435],19138.178855692375
[300.21137718],19120.929416119663
[300.21137718],19104.969686639484
[300.21137718],19089.200708830314
[300.2074591],19073.967804477925
[300.16923338],19059.72765365955
[300.16923338],19042.989338475214
[300.16923338],19027.8553955695
[300.16399734],19012.629348275088
[300.16399734],18998.219505608587
[300.16399734],18981.64192282354
[300.16399734],18967.20409617767
[300.1626151],18951.069517440403
[300.1626151],18937.6938577011
[300.1626151],18920.51363873171
[300.1626151],18904.710218556156
[300.1626151],18889.400126394317
[300.1626151],18874.41984350529
[300.1626151],18859.956157047425
[300.11158539],18843.530266180027
[300.10622133],18829.682682540915
[300.10622133],18813.055697704855
[300.10622133],18798.084570793042
[300.09238156],18782.946155304173
[300.09238156],18768.684887966418
[300.09238156],18752.208596376986
[300.09238156],18737.874988298096
[300.09238156],18721.903397679445
[300.09238156],18708.598370687116
[300.09238156],18691.586798002467
[300.09238156],18675.915192516542
[300.06419826],18660.713233343053
[300.06419826],18645.881735769697
[300.06419826],18631.508461603964
[300.06419826],18615.2216900507
[300.06419826],18601.679029879
[300.06419826],18585.029032899824
[300.06419826],18569.660493676296
[300.06419826],18554.82900789276
[300.06419826],18540.656744661745
[300.06419826],18524.340452583052
[300.06419826],18510.39693567959
[300.06419826],18494.26004094076
[300.06419826],18481.095002123686
[300.06419826],18464.260334048136
[300.06419826],18448.721405757464
[300.06419826],18433.603165521065
[300.06419826],18418.92373925088
[300.06419826],18404.646856820684
[300.06419826],18388.52986133646
[300.06419826],18375.350004997254
[300.06419826],18358.644824008272
[300.06419826],18343.164764647452
[300.06419826],18327.710470664384
[300.06419826],18312.707348564574
[300.06419826],18298.12942604783
[300.06419826],18283.846072742377
[300.06419826],18267.85230085441
[300.06419826],18254.999446934384
[300.06419826],18238.15703792517
[300.06419826],18222.866213515168
[300.06419826],18209.794075423735
[300.06419826],18193.180520764356
[300.06419826],18177.817535654056
[300.06419826],18162.470933777488
[300.06419826],18147.14734658573
[300.06419826],18131.920021247577
[300.06419826],18118.91007126609
[300.06419826],18102.345968677164
[300.06419826],18087.061908523574
[300.06419826],18071.793936287173
[300.06419826],18056.545008376594
[300.06419826],18041.53718586331
[300.06419826],18027.127356229954
[300.05826112],18013.05820252149
[300.05826112],17997.195085669082
[300.05826112],17984.53745788461
[300.05826112],17967.81866694706
[300.05826112],17952.77340752522
[300.05826112],17940.04705639804
[300.05826112],17923.411948251483
[300.05826112],17908.34776111535
[300.05826112],17895.760644185415
[300.05826112],17879.079034667873
[300.05826112],17864.119980454765
[300.05826112],17851.373122324578
[300.05826112],17834.830429729336
[300.05826112],17819.795671552052
[300.05826112],17806.850012977957
[300.05826112],17790.569058268346
[300.05826112],17775.693995045756
[300.05826112],17761.454178413092
[300.05826112],17747.499500009384
[300.05826112],17731.811814029665
[300.05826112],17719.249925499596
[300.05826112],17702.708871352494
[300.05826112],17687.819175214416
[300.05826112],17675.258742369086
[300.05826112],17658.755737297568
[300.05826112],17643.880923882087
[300.05826112],17631.375826316227
[300.05826112],17614.876156846694
[300.05826112],17600.06173730074
[300.05826112],17587.501220774775
[300.05826112],17571.075573213206
[300.05826112],17556.230850135802
[300.05826112],17543.838012668395
[300.05826112],17527.342786481408
[300.05826112],17512.656917248183
[300.05826112],17499.975139634305
[300.05826112],17483.702000123503
[300.05826112],17468.848064656024
[300.05826112],17455.004821027513
[300.05826112],17440.214746990434
[300.05826112],17427.030977952872
[300.05820693],17411.139015916266
[300.05820693],17397.492652509085
[300.05820693],17382.49301831209
[300.05820693],17369.60214665426
[300.05820693],17353.568432310938
[300.05820693],17339.119688976774
[300.05820693],17325.379337265418
[300.05820693],17311.23417441317
[300.05820693],17296.059053133347
[300.05820693],17283.425121979013
[300.05470238],17267.30764492193
[300.05470238],17252.602514439805
[300.05470238],17238.000253317525
[300.05470238],17225.64643867332
[300.05470238],17209.401850365306
[300.05432983],17194.83003015609
[300.05423675],17182.49241607848
[300.05423675],17166.274404446664
[300.05423675],17151.73299425813
[300.05423675],17139.41506928716
[300.05247122],17123.221171827798
[300.0493914],17108.713103324826
[300.0493914],17096.40720709759
[300.0493914],17080.242207832714
[300.0493914],17065.760630650926
[300.0493914],17053.482471916835
[300.0493914],17037.335977345523
[300.0493914],17022.894583320565
[300.0493914],17010.610860933422
[300.0493914],16994.504347240538
[300.04901463],16980.07393447474
[300.04901463],16967.854081535723
[300.04901463],16951.742158070632
[300.04901463],16937.383976358684
[300.04901463],16925.081459660083
[300.04427057],16909.059254829277
[300.04427057],16894.623373395934
[300.04427057],16881.960721439358
[300.04427057],16866.38649632343
[300.04427057],16853.53020636301
[300.04427057],16838.199401617774
[300.04427057],16826.148630913216
[300.04427057],16810.043009952635
[300.04427057],16795.89637249821
[300.04427057],16783.392190435843
[300.04427057],16767.61323170849
[300.04334468],16753.51628922343
[300.04334468],16740.263213819173
[300.04334468],16726.172239064384
[300.03802299],16711.480382660928
[300.03802299],16698.931876673916
[300.03503941],16683.250058008423
[300.03432162],16669.451908398514
[300.03432162],16655.88770845424
[300.03432162],16642.173728588637
[300.03432162],16627.306220102728
[300.03432162],16615.004698636876
[300.0338015],16599.237482169137
[300.0338015],16585.055106764805
[300.02864028],16571.708332477698
[300.02864028],16558.049769354842
[300.02864028],16543.219205684312
[300.02864028],16530.95795491105
[300.02864028],16515.23485590498
[300.02864028],16501.120955928447
[300.02864028],16487.87972095283
[300.02864028],16474.170434995063
[300.02864028],16459.44468082855
[300.02864028],16447.158038070404
[300.02448473],16431.520298891606
[300.02448473],16417.595807704078
[300.02448473],16404.577882790865
[300.02448473],16390.57499598248
[300.02158694],16376.116265722725
[300.01842872],16363.64164284138
[300.01842872],16348.19211826243
[300.0181727],16335.03783327537
[300.0181727],16320.787407508604
[300.0181727],16308.139749243477
[300.0181727],16292.852839653144
[300.0181727],16280.504678007756
[300.01811301],16265.222262470132
[300.01811301],16252.841453752488
[300.01811301],16237.624298867406
[300.01811301],16225.436710986432
[300.01773704],16210.038866872743
[300.01773704],16196.87149325015
[300.01773704],16182.827920467469
[300.01773704],16170.095733894046
[300.01487413],16154.976881885244
[300.01487413],16142.935837206613
[300.0146222],16127.470317450094
[300.0146222],16113.822764379864
[300.01296877],16100.930705051253
[300.01296877],16087.018028029821
[300.01296877],16072.75099798762
[300.01296877],16060.360468487388
[300.01296877],16045.10174442031
[300.01296877],16032.411407663361
[300.01296877],16017.829035492163
[300.01296877],16005.805934602315
[300.01296877],15990.351840586314
[300.01296877],15976.599944405123
[300.01296877],15963.805445327735
[300.01296877],15950.03917883256
[300.01296877],15935.789098724776
[300.01296877],15923.51203010956
[300.01296877],15908.289186848571
[300.01296877],15895.497894939444
[300.01296877],15881.237185801367
[300.01277271],15869.024099492784
[300.01277271],15853.80180859046
[300.01277271],15840.883971148698
[300.01277271],15826.897975862741
[300.0104682],15814.445157989234
[300.0104682],15799.430839581917
[300.00837499],15787.383394499871
[300.00837499],15772.27200147608
[300.00837499],15759.85155649877
[300.00837499],15745.214863073514
[300.00837499],15733.481195066113
[300.00837499],15718.067632735492
[300.00837499],15704.31496452437
[300.00837499],15690.586554401838
[300.00837499],15677.550014587756
[300.00837499],15664.00477293463
[300.00837499],15651.242136903633
[300.00837499],15636.568839133903
[300.00837499],15624.961338654444
[300.00837499],15609.555657142528
[300.00837499],15595.885686297226
[300.00837499],15583.091379271475
[300.00837499],15569.242713254489
[300.00837499],15556.891815851739
[300.00837499],15542.017860281032
[300.00837499],15530.116516024442
[300.00837499],15515.107092831897
[300.00837499],15502.71229368297
[300.00837499],15488.340524042518
[300.00837499],15476.58657278355
[300.00837499],15461.391079964113
[300.00837499],15447.953521350219
[300.00837499],15435.52156318732
[300.00774642],15421.830011882414
[300.00774642],15407.96030070819
[300.00774642],15395.78484199889
[300.00774642],15380.92361505818
[300.00774642],15368.919037132802
[300.00774642],15354.189608545788
[300.00774642],15342.462081320331
[300.00774642],15327.453849770302
[300.00774642],15314.62544940744
[300.00774642],15301.19085518783
[300.00774642],15288.660376670914
[300.00774642],15274.126664827974
[300.00774642],15262.706414298345
[300.00774642],15247.47180525285
[300.00774642],15233.996515249624
[300.00774642],15221.39110497513
[300.00774642],15207.685482449411
[300.00774642],15195.530585569946
[300.00774642],15180.818331169388
[300.00774642],15169.00380121369
[300.00774642],15154.260618465874
[300.00774642],15142.352805259748
[300.00774642],15127.743459365372
[300.00774642],15116.120098615349
[300.00774642],15101.22264230242
[300.00774642],15088.511927824897
[300.00774642],15075.162219979438
[300.00774642],15062.76034416209
[300.00715312],15048.32293398076
[300.00715312],15036.984434849732
[300.00715312],15021.883485035585
[300.00715312],15008.509808979465
[300.00715312],14995.319860516272
[300.00715312],14983.17385748577
[300.00715312],14969.579828402802
[300.00715312],14956.008778297042
[300.00652155],14943.953106153234
[300.00652155],14929.381223344159
[300.00652155],14917.693646432099
[300.00652155],14903.062747996797
[300.00652155],14891.217404366365
[300.00652155],14876.795762767075
[300.00652155],14865.389761790593
[300.00652155],14850.514787336997
[300.00652155],14837.462567474771
[300.00652155],14825.36859092995
[300.00652155],14811.828073515875
[300.00652155],14798.349441014363
[300.00543571],14786.347734197745
[300.00543571],14771.870562900813
[300.00543571],14760.272061123083
[300.00543571],14745.700154392991
[300.00543571],14733.862657135882
[300.00543571],14719.596460255245
[300.00497534],14708.393473181968
[300.00497534],14693.470634631323
[300.00483431],14680.259787048753
[300.00464825],14667.061543297166
[300.00464825],14653.94351238841
[300.00434413],14641.906246867871
[300.00391457],14628.63629422897
[300.00391457],14615.132216854905
[300.00391457],14603.326738718912
[300.00391457],14588.872474786438
[300.00391457],14577.193042411105
[300.00391457],14562.904786094734
[300.00382047],14551.580799160809
[300.00382047],14536.925497032833
[300.00382047],14524.320022905858
[300.00382047],14511.591040900335
[300.00374315],14499.074015484906
[300.00374315],14485.180111112782
[300.00374315],14473.86640148363
[300.00374315],14459.20267122935
[300.00363589],14446.418954724222
[300.00363589],14434.275429390338
[300.00363589],14421.190428227615
[300.00363589],14407.735434136883
[300.00363589],14396.075395048272
[300.00363589],14381.69763261198
[300.00363589],14370.020056189913
[300.00363589],14355.947179641154
[300.00363589],14344.902452768802
[300.00363589],14330.171616931146
[300.00363589],14317.146331849875
[300.00363589],14304.238054195612
[300.00363589],14293.163121694166
[300.00363589],14278.510253985105
[300.00363589],14265.574164496282
[300.00288347],14253.768720588352
[300.00237888],14240.632055350668
[300.00237888],14227.360092281238
[300.00237888],14215.68522796799
[300.00237888],14201.468384366986
[300.00237888],14190.015401511268
[300.00237888],14175.865842532834
[300.00237888],14164.546068929569
[300.00213501],14150.271551933265
[300.00213501],14138.63242880201
[300.00213501],14124.764307071684
[300.00213501],14113.748223228602
[300.00213501],14099.188123001211
[300.00213501],14086.338325753863
[300.00213501],14074.644166017859
[300.00213501],14061.558311125627
[300.00213501],14048.399614553266
[300.00213501],14036.782148485368
[300.00213501],14022.67690689774
[300.00178789],14011.327285606987
[300.00178789],13997.244092709667
[300.00178789],13985.923472374692
[300.00178789],13971.83320529896
[300.00178789],13960.475343278655
[300.00178789],13946.454212913608
[300.00178789],13935.233111027921
[300.00178789],13921.082858795988
[300.00178789],13909.527775207383
[300.00178789],13895.803313141148
[300.00178789],13884.866378666808
[300.00178789],13870.44375596687
[300.00178789],13857.739715196387
[300.00178789],13846.231535546523
[300.00178789],13833.112164708054
[300.00178789],13820.160263302118
[300.00178789],13808.555272470006
[300.00178789],13794.632390455496
[300.00178789],13783.504853696099
[300.00178789],13769.406914766032
[300.00178789],13757.798634370849
[300.00178789],13744.320159584237
[300.00178789],13733.295801655215
[300.00178789],13719.05630736184
[300.00178789],13706.808348747138
[300.00178789],13694.513369580869
[300.0016915],13682.345106608698
[300.0016915],13668.900944515863
[300.0016915],13657.913246391061
[300.0016915],13643.713645800084
[300.0016915],13631.502738714544
[300.0016915],13619.236440882667
[300.0016915],13607.113333898216
[300.0016915],13593.703197224366
[300.0016915],13582.752535237361
[300.0016915],13568.592484422508
[300.0016915],13556.416423578192
[300.0016915],13544.183423131168
[300.0016915],13532.100427954065
[300.0016915],13518.727490844103
[300.0016915],13507.811090566023
[300.0016915],13493.69227016443
[300.0016915],13481.54710980824
[300.0016915],13469.359292212634
[300.0016915],13457.303551656809
[300.0016915],13443.976156226272
[300.0016915],13433.086655954281
[300.0016915],13419.013731092418
[300.0016915],13406.91357069453
[300.0016915],13394.740229832549
[300.0016915],13382.744871470682
[300.0016915],13369.441301319494
[300.0016915],13358.59796115815
[300.0016915],13344.558536914863
[300.0016915],13332.464218360697
[300.0016915],13320.390975854576
[300.0016915],13308.363526947574
[300.0016915],13295.144176440434
[300.0016915],13284.29350959232
[300.00153126],13270.321840934517
[300.00153126],13258.342011916586
[300.00153126],13246.134409414773
[300.00153126],13234.327505597284
[300.00153126],13221.025548019068
[300.00153126],13210.316474553421
[300.00153126],13196.316464724934
[300.00135833],13184.142348765763
[300.00135833],13172.5109261421
[300.00135833],13160.153899429357
[300.00109206],13147.272380812523
[300.00109206],13136.249022304555
[300.00109206],13122.514176639845
[300.00109206],13111.17103192945
[300.00109206],13098.071468376129
[300.00109206],13087.295415250617
[300.00109206],13073.443453565505
[300.00109206],13061.571589411175
[300.00106087],13049.429910655004
[300.00092436],13037.75259077661
[300.00092436],13024.53528329573
[300.00092436],13013.931682187305
[300.00092436],13000.031088604108
[300.00092436],12987.918253757098
[300.00092436],12976.457638186803
[300.00092436],12964.11603097328
[300.00092436],12951.391758865662
[300.00092436],12940.404347372889
[300.00092436],12926.816053134567
[300.00092436],12915.680156815068
[300.00092436],12902.522421777205
[300.00089173],12891.978822686835
[300.00086134],12878.14406351804
[300.00086134],12866.076085127488
[300.00086134],12854.70741491399
[300.00086134],12842.391840788021
[300.00086134],12829.754950473545
[300.00086134],12818.800956051819
[300.00086134],12805.296615109037
[300.00086134],12794.24560530235
[300.00086134],12781.115505117978
[300.00086134],12770.660786940505
[300.00064634],12756.872682367051
[300.00064634],12744.795004354615
[300.00064634],12733.686839722384
[300.00064634],12721.205444426412
[300.00047303],12708.781230246983
[300.00047303],12697.73451799115
[300.00047303],12684.399464726817
[300.00047303],12673.616298047167
[300.00047303],12660.295019533107
[300.00047303],12649.521557344395
[300.00047303],12636.215202982841
[300.00047303],12625.454019541217
[300.00047303],12612.159610211296
[300.00047303],12601.404193994467
[300.00047303],12588.12925624008
[300.00047303],12577.396201501992
[300.00047303],12564.12156196073
[300.00047303],12553.368808757437
[300.00047303],12540.143167192835
[300.00047303],12529.477853338734
[300.00047303],12516.177885152607
[300.00047303],12505.330571910315
[300.00047303],12492.271079499518
[300.00047303],12481.92283584415
[300.00047303],12468.337331866771
[300.00047303],12456.46072905023
[300.00047303],12445.298785751736
[300.00047303],12433.189363271096
[300.00047303],12420.765368176806
[300.00047303],12410.015457102427
[300.00047303],12396.731789620739
[300.00047303],12385.786876828104
[300.00047303],12372.991839254802
[300.00047303],12362.634376322612
[300.00047303],12349.137332852724
[300.00047303],12337.362892354457
[300.00047303],12326.143765124105
[300.00043625],12314.227768949326
[300.00043625],12301.78350844663
[300.00043625],12291.174449009228
[300.00043625],12277.901537260357
[300.00043556],12266.766342684337
[300.00042585],12254.396329637124
[300.00042585],12243.761981485377
[300.00042585],12230.548611645168
[300.00042585],12219.555445269481
[300.00036399],12207.030615503038
[300.00036399],12196.590765290362
[300.00036399],12183.292224914192
[300.00036399],12171.894879963002
[300.00036386],12160.106685876151
[300.00034969],12148.978376214456
[300.00031207],12136.176692061868
[300.00031207],12126.050541576391
[300.00031207],12112.611691646418
[300.00031207],12100.749346186218
[300.00031207],12090.22629313134
[300.00030966],12077.785548655209
[300.00029414],12065.887661941484
[300.00029414],12054.968850691637
[300.00029414],12042.117237331346
[300.00029414],12031.837425925874
[300.00029414],12018.651542861135
[300.00029414],12007.379441258672
[300.00029414],11995.593544921529
[300.00029414],11984.633955595542
[300.00029414],11971.871655808909
